DATE_TIME,DC_POWER,AC_POWER
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
